id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
693,SMWS USA,121.5.pdf,121.5,Springbank,Creamy Toffees and Spangles,5,57.7,,,,"""Creamy Toffees and Spangles""
The most recent distillery to have been
built in Scotland came into production in
1995 and is situated in the picturesque
village of Lochranza, on the island com-
monly described as `Scotland in Minia-
ture'. This has come from a butt, which has 
pale amber hue, like polished sycamore.
Interestingly, the cask has matured in
the warehouses of Springbank distillery.
The nose is immediately of creamy toffee
- and it is intense. Behind this is a me-
lange of tinned peaches and fruit salad
boilings, like Spangles. Water develops
these fruity aromas, now edging from
Spangles to Starburst (what older mem-
bers would call Opal Fruits), and with a
trace of oil in the back. The flavour is
sweet and mouth-cooling, with a light
oiliness.",0.9,pending_review
694,SMWS USA,121.52.pdf,121.52,,"Highland, Island",9,59.9,Highland,Refill Barrel,,"Highland, Island
 Moselle and nasturtiums
Soft and gentle, with vanilla sponge, tart apples
(or sour apple chews), hard pears, skins of peaches
and nectarines, then a sharper note, like lime,
with traces of jasmine. Water sweetens it �
`poached pears in Moselle' � and raises estery
notes of warm vinyl and `leaky BIC biro', with
ladies face powder, developing to warm apple pie.
At natural strength the taste is hot and sim-
ple, with traces of apple and flour; water
makes it sweet and spicy, with a spritzich fizz
and a slightly bitter finish, like eating nastur-
tiums. The island on which this distillery is
located is known as `Scotland in miniature'.",1.0,pending_review
695,SMWS USA,121.55.pdf,121.55,,"Highland, Island",12,56.1,Highland,Refill Hogshead,,"Highland, Island
Bitter marmalade and boozy prunes
Initial nose impressions included gym shoes,
candles and faint struck match � soon re-
placed by treacle toffee, light sherry and
slightly over-done fruit cake � then vanilla, rhu-
barb and ginger crumble, peanut brittle and
trifle with strawberry and coconut. With water
the nose found cough lozenges, scallop shells,
Bakelite and brine. The unreduced palate
tasted of fruit cake, hard toffee, bitter marma-
lade, burnt plums and boozy prunes. Water im-
proved it, taking away the bitter and the
burnt elements � now soft toffee, liquorice
allsorts, Oddfellows (spicy sweets), choco-
late, glazed donuts, Aberdeen butteries and
hints of mint. This Lochranza distillery was
completed in 1995.",1.0,pending_review
696,SMWS USA,121.57.pdf,121.57,,"Highland, Island",12,55.4,Highland,Refill Hogshead,,"Highland, Island
 Bittersweet Symphony
The initial solventy note is soon replaced by
fruity aromas of fresh apples, rhubarb and white
grapes, as well as sweet ones reminding us
of honey flavoured lemon bonbons and Wee-
tabix. The taste neat like a dry white wine, some
juiciness and acidity combined with vanilla
custard over apple crumble. The finish has
an attractive peppery/fresh wood bitter-
ness. With water the fruity notes dominate,
mainly apple and pear, next to the zestiness
and bitterness of freshly squeezed lime juice. The
taste now contains a lot of dry bitter fresh
oak, but also malty custard cream sprinkled
with nutmeg. A very pleasant dram, which
takes water very well, from the island called
`Scotland in miniature'.",1.0,pending_review
697,SMWS USA,121.61.pdf,121.61,,"Highland, Island",10,61.1,Highland,Refill Butt,,"Highland, Island
Pulled pork with chocolate mousse
The nose neat has the aromas one would
expect from looking at the 
muscovado sugar and dark chocolate. Some of
us eating ��Pulled-Pork�� with a vinegar and
mustard based barbeque sauce, whilst others had
a spoonful of mousse prepared with Maya
Gold Chocolate Orange, cinnamon and the
zest of an orange. The taste was like dark treacle -
rich, syrupy and slightly bitter. There is a hint
of a struck match but balanced by the sweet-
ness of a sip of Tia Maria. With plenty of wa-
ter the aroma becomes fruitier and sweeter
like a slice of Terry's Chocolate Orange or
the Greek dessert baklava. The taste is that of
raisins, orange truffles with powdery cocoa,
sultana cake and in the finish a glass of Ma-
deira Malmsey.",1.0,pending_review
698,SMWS USA,121.65.pdf,121.65,,"Highland, Island",14,58.3,Highland,Sherry Butt,,"Highland, Island
 A well-oiled Baseball glove
There is right at the start a musty note of
fermenting grapes which is soon replaced
by sweet aromas of fudge, molasses, caramel-
ised Demerara sugar and treacle. In addition
some spiciness and the vinous character
reminded us of a Muscat wine or Oloroso
Dulce Sherry. The taste split the Panel; some
got struck matches followed by cooking Sherry
whilst others enjoyed flavours of hazelnuts
and roasted chestnuts combined with dried apri-
cots and bitter orange chocolate. With water;
lighter fluid and lamp oil moved quickly on to
nut oil, stewed red fruits and honey on baked
pears. The taste is salted liquorice, raisins,
duck terrine and a hint of turmeric; someone
described it as a `well-oiled Baseball glove'.",1.0,pending_review
699,SMWS USA,121.67.pdf,121.67,Arran,"Highland, Island",13,58.1,Highland,Refill Hogshead,,"Highland, Island
 Energising and enigmatic
The nose could make the unwary recoil
(Tabasco, vinegar, nettles, gloss paint), yet
it was also sweetly attractive (sticky dates, fig
rolls, Liquorice Allsorts, raisins, toffee). The in-
tense, hot, tasty palate had mouth-gripping oak
and black tea tannins, stir-fry sauce and jalape-
nos but was also surprisingly and satisfy-
ingly sweet (sticky toffee pudding, chocolate,
runny honey, raspberry ripple). The reduced
nose was interesting, energising and enigmatic �
putty, waxed jackets and sanded wood, but
with comforting kitchen smells (apple crum-
ble, shortbread, lemon sponge). The palate
continued lively and tasty � orange peel, lemon
meringue pie dusted with pepper and crystal-
lized ginger. Arran's only distillery.",1.0,pending_review
700,SMWS USA,121.71.pdf,121.71,,"Highland, Island",14,54.8,Highland,Refill Hogshead,,"Highland, Island
 Eating the Italian way
The nose neat reminded some of us of a
`Breakfast Bruschetta', with either sun dried to-
mato or avocado. Aromas of green olive oil,
mild goat cheese, rocket leaves, fresh parsley
and thick slices of toasted sourdough bread are
making us all feel hungry. To taste we
moved on to lunch with herbal spicy sausages
(Cumberland or Toulouse) and wholegrain
honey mustard. With water it is now mid-
afternoon and some enjoying a Campari Soda,
others a Manhattan Cocktail or an `Italian
tea' (cold, slightly sugared hibiscus tea with
lemon juice). The taste is now like a Steak
Diane rounded off with an espresso.",1.0,pending_review
701,SMWS USA,121.73.pdf,121.73,,"Highland, Island",14,55.6,Highland,Refill Hogshead,,"Highland, Island
 A layered sponge fruit cake
Rounded and fruity: apple skin, orange zest and
mandarin, with vanilla sponge and later apricot
jam tarts, treacle scone, Garibaldi biscuits, toffee-
flavoured bagels and `toast with blackcurrant jam'.
Smooth, rich and sweet, the taste replicates
the nose well, adding orange syrup, the orange
and almond sponge. Water brings waxy pastry
and scones, then Jaffa orange (without choco-
late) and orange marmalade; slightly tart, but
with a trace of butterscotch and `sweet black tea
in a tool shed'. Smooth texture and fruity
taste; Turkish Delight, Elizabeth Shaw orange
chocolate, maple syrup and a hint of lavender and
chocolate-dipped strawberry in the finish.",1.0,pending_review
702,SMWS USA,121.74.pdf,121.74,,"Highland, Island",14,55.7,Highland,Refill Hogshead,,"Highland, Island
 A box of Chocs
Sweet caramel on the nose � Tunnock's Caramel
Wafers to be exact � then Newberry Fruits (sugar-
covered fruit jellies with runny centres), then a
host of other fruity scents � mango, light or-
ange, raspberry, apricot. The first taste matches
some of this � `mango cream fondant chocolate';
`Thornton's Summer Fruit Chocolates' � but there is
also a tropical spiciness like mango chutney with a
dash of chilli. With water the nose folds into
emulsion paint for a moment before resuming
the fruity/chocolate theme � Maltesers, Bakewell
tart, croissant with strawberry jam, white chocolate.
The taste? Sweet and fruity (Gallia melon), with
light spice and peppermint Aero in the finish.
 
 
 Flavour profile: Juicy, oak & vanilla",1.0,pending_review
703,SMWS USA,121.77.pdf,121.77,,SPICY & SWEET,19,53.4,Highland,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 DUNNAGE WAREHOUSE ORANGE BOXES
 The nose had elements of oiled wood, linoleum, balsa wood and orange boxes, plus
 various sweet treats (brown sugar, toffee, sweet fig, chocolate and crunchy-nut
 cornflakes). The unreduced palate had spicy samosa heat to liven up the mouth;
 flavours included nutty (toasted pistachio, almond croissant) and sweet (bonbons,
 marshmallows, dark chocolate orange, sweet pastry). With water, the nose found syrup
 sponge and sugared almonds, with some new complications joining in to draw out a
 broader character � dunnage warehouses, burnt sticks, tobacco and ham. The palate
 was now a sweet and juicy pear flan with burnt edges � pleasant and nicely balanced.",1.0,pending_review
704,SMWS USA,121.80.pdf,121.80,,SPICY & SWEET,14,54.6,Highland,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 A CURIOUS AND ECCENTRIC CONUNDRUM
This nose was a curious and eccentric conundrum - earthy bass notes of pepper, burnt
twigs, tarry wood and salty sweetness growled resonantly with sugared almonds and
meatballs, yet we also found trills, triplets and tremolos of fruit (pomegranate, banana,
wine gums) and even flowers. The palate also had this odd salty/sweet combination �
chocolate, toffee and ice-cream ricocheting off sea-salt, sardine and salted caramel.
The reduced nose suggested salt and vinegar crisps, lavender and a Bloody Mary
sprinkled with celery salt. The palate remained mouth-tingling, with dark honey, salt
and wood � odd as three different socks � but very tasty.",1.0,pending_review
705,SMWS USA,121.89.pdf,121.89,,"SWEET, FRUITY & MELLOW",16,54.1,Highland,Refill Hogshead,Sweet,"SWEET, FRUITY & MELLOW
 `SWEET AS A NUT'
 A wonderful warm chocolate biscuit aroma greeted
 the Panel at first followed by hints of freshly brewed
co ee, sweet potato skins, pineapple cubes and warm
spun sugar. The taste neat was fresh, bittersweet and
 slightly salty like key lime pie with a Ritz cracker
 crust or a salted caramel chocolate tart and roast
pineapple Turkish delight in the finish. With a drop of
 water, perfume notes next to exotic floral and fruits
appeared reminding some of Tutti Frutti fragrance oil.
 Wonderfully smooth and satisfyingly sweet, fruity
 and juicy on the palate combined with a creamy
 texture made this a real delight.",1.0,pending_review
706,SMWS USA,122 12.pdf,122.12,,"A Peated Highland Dram"" ""A Peated Highland Dram",13,57.5,Highlands,,,"""A Peated Highland Dram"" ""A Peated Highland Dram""
Never bottled as a single malt, this is the Never bottled as a single malt, this is the
most peated make of the Loch Lomond most peated make of the Loch Lomond
stable. The 
. The nose is of . The nose is of
smoked meat and sulphur and, as the smoked meat and sulphur and, as the
nose adjust to the prickle, there is violets nose adjust to the prickle, there is violets
and chlorine. The flavour is sweet, with and chlorine. The flavour is sweet, with
plenty of peat and a lengthy oily after- plenty of peat and a lengthy oily after-
taste. Water brings out more smoke taste. Water brings out more smoke
with sweet liquorice and parma violets. with sweet liquorice and parma violets.
The taste at reduced strength is smoky, The taste at reduced strength is smoky,
drying and mouth-cooling. The panel drying and mouth-cooling. The panel
preferred this flavourful dram without preferred this flavourful dram without
water. An interesting dram. water. An interesting dram.",0.95,pending_review
707,SMWS USA,122.20.pdf,122.20,but,"Highlands, Western Highlands",16,55.1,Islay,Refill Barrel,,"Highlands, Western Highlands
 Sweet marinade over charred
 barbequed ribs
 Cries of `peanut brittle' and `melted tof-
 fee' greeted this sample, but in a few mo-
 ments these scents were joined by puffs of
 smoke � first a charcoal brickette, then an
 extinguished barbeque, and finally faded
 creosote in a garden shed � and raw sau-
 sages. The taste is very smoky, after a
 sweet start, with green chillis and flat-
 leafed parsley. Water cooks the sausages �
 actually, chars them - along with sweet-
 marinaded pork ribs, roasting tin and a
 hint of sulphur. The taste is sweet then
 smoky, with some salt and vinegar � could
 be mistaken for an Islay, but comes from
 Loch Lomond-side.
 
 Cask : Age : Alcohol : 
 Date distilled : September 1992",1.0,pending_review
708,SMWS USA,123.03.pdf,123.3,,"Highlands, Southwest Highlands",8,59.5,Highland,,,"Highlands, Southwest Highlands
 A strawberry ballerina
The men became outrageous when this arrived.
""Look at the legs!"" exclaimed Seamus. We
sniffed � ""She's an elegant dame; who
smokes"" said someone. ""No! A strawberry bal-
lerina"" Seamus retorted. The nose had toffee
and plum jam; ""Whoever she is, I'm in love!""
the Whisky-bard cried. The palate had toffee,
jam tarts, peppercorns, chocolate and ripe
cherries � ""a full-bodied, high-kicking, sexy
diva"" declared anonymous. The reduced nose
had kirsch, cinder toffee, sandalwood and
chocolate-coated strawberries. The reduced
palate was gorgeously juicy, like pink cham-
pagne or sangria � even the Geordie-blender
was eventually seduced. The distillery is close
to the West Highland Way.
 
 Cask : Age : Alcohol : 
 Date distilled : April 2001",0.95,pending_review
